tokenId,plotId,color,level,grade,grade type,grade value,age,owner
71711,674,10,1,33613351,2,58919,0,0xaD565956Ae5Bd43117F6B0a650Ec18c621Ff8E0d
71712,674,9,2,67518879,4,410015,489032,0xaD565956Ae5Bd43117F6B0a650Ec18c621Ff8E0d
71713,674,10,1,16858115,1,80899,0,0xaD565956Ae5Bd43117F6B0a650Ec18c621Ff8E0d
71714,675,10,2,67138129,4,29265,488964,0x76990237eA27B27E598c3923Fbc8EBB52a01e394
71715,675,9,1,34080593,2,526161,0,0x76990237eA27B27E598c3923Fbc8EBB52a01e394
71716,675,1,1,34540727,2,986295,0,0x76990237eA27B27E598c3923Fbc8EBB52a01e394
71717,676,10,1,67452999,4,344135,488906,0xb9AcE70Ce234180f009aEE04FC84fD755856fE86
71718,676,2,2,16990454,1,213238,0,0xb9AcE70Ce234180f009aEE04FC84fD755856fE86
71719,676,9,1,17252802,1,475586,0,0xb9AcE70Ce234180f009aEE04FC84fD755856fE86
71720,677,10,2,33870533,2,316101,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71721,677,2,1,67936149,4,827285,488638,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71722,677,10,1,33985091,2,430659,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71723,678,2,2,51067787,3,736139,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71724,678,9,1,67260096,4,151232,488634,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71725,678,10,1,17538901,1,761685,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71726,679,2,2,16898022,1,120806,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71727,679,9,1,68044213,4,935349,488619,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71728,679,10,1,33628107,2,73675,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71729,680,1,2,16824414,1,47198,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71730,680,1,1,67619980,4,511116,488616,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71731,680,10,1,34284638,2,730206,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71732,681,2,2,67251000,4,142136,488616,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71733,681,1,1,51105052,3,773404,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71734,681,1,1,34193876,2,639444,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
71735,682,1,2,67179421,4,70557,488385,0xD1692f1c6B50D299993363bE1c869e3e64842732
71736,682,2,1,51121178,3,789530,0,0xD1692f1c6B50D299993363bE1c869e3e64842732
71737,682,10,1,33560648,2,6216,0,0xD1692f1c6B50D299993363bE1c869e3e64842732
71738,683,2,2,17636067,1,858851,0,0xD1692f1c6B50D299993363bE1c869e3e64842732
71739,683,2,1,67191423,4,82559,488385,0xD1692f1c6B50D299993363bE1c869e3e64842732
71740,683,10,1,33824193,2,269761,0,0xD1692f1c6B50D299993363bE1c869e3e64842732
71741,684,2,1,17369150,1,591934,0,0xD1692f1c6B50D299993363bE1c869e3e64842732
71742,684,2,2,67719229,4,610365,488385,0xD1692f1c6B50D299993363bE1c869e3e64842732
71743,684,1,1,33964854,2,410422,0,0xD1692f1c6B50D299993363bE1c869e3e64842732
71744,685,1,2,67159841,4,50977,488355,0xD5db73a94049706326F84815181df3D4d3323070
71745,685,10,1,17068348,1,291132,0,0xD5db73a94049706326F84815181df3D4d3323070
71746,685,1,1,16967515,1,190299,0,0xD5db73a94049706326F84815181df3D4d3323070
71747,686,9,1,67945780,4,836916,488315,0x921E7eBebFB4F37A3770c5CCaFC108ac31c8D438
71748,686,9,2,17461609,1,684393,0,0x983961F34fC4cFC5EAfec371CDBA9d56fF8C1935
71749,686,2,1,17714333,1,937117,0,0x921E7eBebFB4F37A3770c5CCaFC108ac31c8D438
71750,687,9,2,34194666,2,640234,0,0x8E662143178bb8c797620A3a61F34A71832475B0
71751,687,10,1,67525322,4,416458,488294,0x8E662143178bb8c797620A3a61F34A71832475B0
71752,687,2,1,17344501,1,567285,0,0x8E662143178bb8c797620A3a61F34A71832475B0
71753,688,9,1,68036518,4,927654,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71754,688,9,2,17546881,1,769665,0,0x7d001db2dc940b600f3494444b1a8082B388031B
71755,688,2,1,33708444,2,154012,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71756,689,1,5,68025869,4,917005,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71757,689,2,1,17614329,1,837113,0,0xB1a3354DeB366b66f1130632fa02a5Fd260c57Ac
71758,689,1,1,34039469,2,485037,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71759,690,9,1,33612546,2,58114,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71760,690,9,5,68047466,4,938602,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71761,690,2,1,50874262,3,542614,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71762,691,1,1,67977097,4,868233,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71763,691,9,2,33657662,2,103230,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71764,691,1,1,34415155,2,860723,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71765,692,9,2,50838899,3,507251,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71766,692,10,1,34553344,2,998912,0,0x921E7eBebFB4F37A3770c5CCaFC108ac31c8D438
71767,692,1,1,67243217,4,134353,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71768,692,2,1,50507012,3,175364,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71769,693,9,1,50818176,3,486528,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71770,693,1,2,67449061,4,340197,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71771,693,1,1,17269186,1,491970,0,0xcBe742C8CCc3681174234d68F69e53e328D71438
71772,694,1,3,68021894,4,913030,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71773,694,10,2,34130950,2,576518,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71774,694,9,1,34476777,2,922345,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71775,695,10,1,67836404,4,727540,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71776,695,9,2,33582377,2,27945,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71777,695,2,1,17377588,1,600372,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71778,696,9,3,67909192,4,800328,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71779,696,10,1,33760607,2,206175,0,0x7d001db2dc940b600f3494444b1a8082B388031B
71780,696,9,1,17306169,1,528953,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71781,697,9,3,67989562,4,880698,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71782,697,9,1,50898175,3,566527,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71783,697,9,1,33732267,2,177835,0,0x7d001db2dc940b600f3494444b1a8082B388031B
71784,698,9,1,67190642,4,81778,488263,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
71785,698,2,2,17573620,1,796404,0,0x2D7558Ed8077E4497c12707Af5CDd231FAE6Be6b
71786,698,9,1,34134932,2,580500,0,0x7d001db2dc940b600f3494444b1a8082B388031B
71787,699,2,1,67875274,4,766410,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71788,699,1,2,17306684,1,529468,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71789,699,2,1,17710405,1,933189,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71790,700,10,1,67190382,4,81518,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71791,700,10,2,17331171,1,553955,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71792,700,2,1,17293249,1,516033,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71793,701,10,1,17649314,1,872098,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71794,701,2,2,67582634,4,473770,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71795,701,1,1,17757523,1,980307,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71796,702,1,2,67532700,4,423836,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71797,702,10,1,16946502,1,169286,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71798,702,1,1,50695698,3,364050,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71799,703,10,1,50595701,3,264053,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71800,703,2,2,67324931,4,216067,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71801,703,9,1,16793454,1,16238,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71802,703,1,1,33854210,2,299778,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71803,704,10,2,67569336,4,460472,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71804,704,1,1,34202338,2,647906,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71805,704,1,1,17446184,1,668968,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71806,705,10,2,67376708,4,267844,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71807,705,10,1,17154224,1,377008,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71808,705,10,1,34483443,2,929011,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71809,706,2,1,17102616,1,325400,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71810,706,9,2,67703739,4,594875,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71811,706,1,1,17105023,1,327807,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71812,707,9,2,67115446,4,6582,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71813,707,1,1,17769728,1,992512,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71814,707,9,1,17423206,1,645990,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71815,708,1,1,17720277,1,943061,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71816,708,1,2,68075901,4,967037,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71817,708,9,1,50534414,3,202766,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71818,709,10,1,34099774,2,545342,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71819,709,9,2,68107682,4,998818,488120,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71820,709,1,1,33746798,2,192366,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
71821,710,10,2,67289145,4,180281,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71822,710,2,1,51140290,3,808642,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71823,710,1,1,33567356,2,12924,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71824,711,2,1,67206089,4,97225,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71825,711,10,2,17221364,1,444148,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71826,711,1,1,51104135,3,772487,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71827,712,10,2,17319314,1,542098,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71828,712,9,1,67926510,4,817646,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71829,712,10,1,34265541,2,711109,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71830,713,2,1,16921691,1,144475,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71831,713,1,2,68029552,4,920688,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71832,713,9,1,34009837,2,455405,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71833,714,1,1,67860428,4,751564,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71834,714,1,2,33992414,2,437982,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71835,714,9,1,17494153,1,716937,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71836,714,9,1,33749130,2,194698,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71837,715,1,1,33935068,2,380636,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71838,715,9,2,68012065,4,903201,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71839,715,9,1,34076775,2,522343,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71840,716,10,1,67952418,4,843554,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71841,716,10,2,34461663,2,907231,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71842,716,1,1,17450622,1,673406,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71843,717,10,1,67457483,4,348619,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71844,717,10,2,33724204,2,169772,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71845,717,9,1,34425507,2,871075,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71846,718,2,1,67224203,4,115339,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71847,718,10,2,33674334,2,119902,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71848,718,2,1,50574568,3,242920,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71849,719,10,2,17530039,1,752823,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71850,719,10,1,67360829,4,251965,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71851,719,9,1,33992918,2,438486,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71852,720,1,1,68015755,4,906891,488118,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71853,720,2,2,17095498,1,318282,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71854,720,9,1,33777016,2,222584,0,0xa1559B8c9b52dFDC6300549e3f6a8374B91bd50e
71855,721,9,1,67282207,4,173343,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71856,721,2,2,33928505,2,374073,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71857,721,1,1,16878039,1,100823,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71858,722,10,1,67513906,4,405042,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71859,722,9,2,34194320,2,639888,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71860,722,9,1,17713841,1,936625,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71861,723,9,2,33748832,2,194400,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71862,723,10,1,67230892,4,122028,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71863,723,10,1,16828873,1,51657,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71864,724,10,1,34141234,2,586802,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71865,724,1,2,67509290,4,400426,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71866,724,9,1,17373630,1,596414,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71867,725,10,1,17638619,1,861403,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71868,725,2,2,34142747,2,588315,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71869,725,2,1,67523020,4,414156,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71870,725,2,1,50678941,3,347293,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71871,726,10,2,67638538,4,529674,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71872,726,9,1,34097453,2,543021,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71873,726,1,1,17473762,1,696546,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71874,727,2,2,68063214,4,954350,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71875,727,1,1,50408622,3,76974,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71876,727,2,1,33642139,2,87707,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71877,728,10,2,34090628,2,536196,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71878,728,1,1,67522754,4,413890,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71879,728,1,1,33891705,2,337273,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71880,729,1,2,67142080,4,33216,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71881,729,9,1,33921079,2,366647,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71882,729,10,1,17303252,1,526036,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71883,730,1,2,34111161,2,556729,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71884,730,1,1,68016097,4,907233,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71885,730,1,1,34103760,2,549328,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71886,731,1,1,17108500,1,331284,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71887,731,2,2,67506709,4,397845,488116,0x80ea4ece903c42497cd7A41F541985c7211d6216
71888,731,10,1,33917019,2,362587,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
71889,732,2,1,67393061,4,284197,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71890,732,10,2,17553725,1,776509,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71891,732,9,1,17692316,1,915100,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71892,733,10,1,17231354,1,454138,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71893,733,1,2,68025420,4,916556,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71894,733,10,1,33848371,2,293939,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71895,734,9,2,67713683,4,604819,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71896,734,9,1,16936205,1,158989,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71897,734,10,1,34323881,2,769449,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71898,735,9,2,67393979,4,285115,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71899,735,10,1,33730479,2,176047,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71900,735,1,1,17766220,1,989004,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71901,736,1,1,33913023,2,358591,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71902,736,9,2,16971644,1,194428,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71903,736,2,1,68045733,4,936869,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71904,736,2,1,50577633,3,245985,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71905,737,2,1,67125485,4,16621,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71906,737,10,2,17679603,1,902387,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71907,737,2,1,17298862,1,521646,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71908,738,10,1,67201284,4,92420,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71909,738,9,2,34291696,2,737264,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71910,738,10,1,34035628,2,481196,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71911,739,9,2,33925058,2,370626,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71912,739,9,1,67815965,4,707101,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71913,739,2,1,17455102,1,677886,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71914,740,10,1,17679263,1,902047,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71915,740,9,2,67534355,4,425491,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71916,740,1,1,51270030,3,938382,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71917,741,1,2,67650468,4,541604,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71918,741,2,1,17701334,1,924118,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71919,741,1,1,33610944,2,56512,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71920,742,9,1,67791221,4,682357,488116,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71921,742,1,2,17775989,1,998773,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71922,742,9,1,50802276,3,470628,0,0x0E75143296497f488f0E5a3bb3CF11ed9328fd78
71923,743,1,1,83900275,5,14195,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71924,743,9,2,17165230,1,388014,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71925,743,9,1,17219772,1,442556,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71926,744,9,1,16921010,1,143794,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71927,744,9,2,50352833,3,21185,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71928,744,10,1,67806906,4,698042,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71929,745,10,1,67370129,4,261265,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71930,745,1,2,16978056,1,200840,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71931,745,1,1,50780816,3,449168,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71932,746,1,1,67406921,4,298057,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71933,746,10,2,33871463,2,317031,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71934,746,9,1,16984483,1,207267,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71935,747,1,1,17026955,1,249739,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71936,747,2,2,67854447,4,745583,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71937,747,10,1,17623071,1,845855,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71938,747,2,1,17586672,1,809456,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71939,748,9,2,33749502,2,195070,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71940,748,10,1,67770597,4,661733,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71941,748,10,1,17447558,1,670342,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71942,749,2,2,17639021,1,861805,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71943,749,1,1,67303886,4,195022,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71944,749,1,1,51192702,3,861054,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71945,750,1,2,67329200,4,220336,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71946,750,2,1,17515336,1,738120,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71947,750,1,1,34309323,2,754891,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71948,751,1,1,68037871,4,929007,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71949,751,10,2,17739698,1,962482,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71950,751,9,1,50957662,3,626014,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71951,752,2,1,67684529,4,575665,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71952,752,10,2,50923545,3,591897,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71953,752,10,1,17642469,1,865253,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71954,753,1,1,67793138,4,684274,488115,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71955,753,2,2,17045803,1,268587,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71956,753,2,1,34437797,2,883365,0,0x965A166c4C6f662fCee05902bF2e137aFA80B3a2
71957,754,10,2,67573662,4,464798,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71958,754,10,1,16800441,1,23225,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71959,754,10,1,17472000,1,694784,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71960,755,9,1,67683988,4,575124,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71961,755,9,2,33864182,2,309750,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71962,755,9,1,34216117,2,661685,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71963,756,2,1,67188005,4,79141,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71964,756,9,2,17573005,1,795789,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71965,756,1,1,34375437,2,821005,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71966,757,10,1,50604024,3,272376,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71967,757,2,2,67325196,4,216332,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71968,757,1,1,17230027,1,452811,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71969,758,9,1,17751690,1,974474,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71970,758,9,2,67227430,4,118566,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71971,758,9,1,17502710,1,725494,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71972,758,9,1,16919404,1,142188,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71973,759,2,1,17223875,1,446659,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71974,759,2,2,67540319,4,431455,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71975,759,1,1,16855399,1,78183,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71976,760,10,2,68035637,4,926773,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71977,760,9,1,17058456,1,281240,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71978,760,2,1,17621190,1,843974,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71979,761,2,2,34112746,2,558314,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71980,761,10,1,67581715,4,472851,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71981,761,1,1,50783348,3,451700,0,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
71982,762,2,2,67912033,4,803169,488113,0xBBeF61229A8D6eB2d6FB5D3a968af24a95984F0E
