tokenId,plotId,color,level,grade,grade type,grade value,age,owner
70759,365,1,2,34004281,2,449849,0,0x92B9a7B6CAaCFe68420EDA7c1167834a73E383F1
70760,365,10,1,33877193,2,322761,0,0x92B9a7B6CAaCFe68420EDA7c1167834a73E383F1
70761,366,1,1,17087892,1,310676,0,0x92B9a7B6CAaCFe68420EDA7c1167834a73E383F1
70762,366,9,1,67168567,4,59703,528103,0x92B9a7B6CAaCFe68420EDA7c1167834a73E383F1
70763,366,2,2,16976197,1,198981,0,0x92B9a7B6CAaCFe68420EDA7c1167834a73E383F1
70764,366,10,1,33687028,2,132596,0,0x92B9a7B6CAaCFe68420EDA7c1167834a73E383F1
70765,367,1,1,34218484,2,664052,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70766,367,2,2,67503188,4,394324,527966,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70767,367,2,1,17406988,1,629772,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70768,368,9,1,17289908,1,512692,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70769,368,1,2,67460632,4,351768,527939,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70770,368,10,1,33758398,2,203966,0,0x3390a73ad9D40F7A2f4B5e5dEAf10be88BCdE0D7
70771,369,10,2,67801281,4,692417,527939,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70772,369,9,1,34522373,2,967941,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70773,369,9,1,17679555,1,902339,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70774,370,9,2,67679021,4,570157,527907,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70775,370,10,1,16960506,1,183290,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70776,370,1,1,17490626,1,713410,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70777,371,10,2,16939902,1,162686,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70778,371,1,1,67408089,4,299225,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70779,371,2,1,17443412,1,666196,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70780,372,2,1,33727548,2,173116,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70781,372,9,2,67359393,4,250529,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70782,372,2,1,16798684,1,21468,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70783,373,2,1,67812595,4,703731,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70784,373,9,2,17232493,1,455277,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70785,373,2,1,16966288,1,189072,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70786,374,1,1,17545487,1,768271,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70787,374,2,2,83925426,5,39346,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70788,374,9,1,16950944,1,173728,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70789,375,10,1,34386473,2,832041,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70790,375,9,2,67328152,4,219288,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70791,375,9,1,34483698,2,929266,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70792,375,9,1,17187918,1,410702,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70793,376,1,2,67328127,4,219263,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70794,376,10,1,17247895,1,470679,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70795,376,1,1,17272532,1,495316,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70796,377,1,2,67127659,4,18795,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70797,377,1,1,33784940,2,230508,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70798,377,1,1,34260152,2,705720,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70799,378,1,2,68021512,4,912648,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70800,378,10,1,34074526,2,520094,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70801,378,10,1,17398902,1,621686,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70802,379,2,1,67810949,4,702085,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70803,379,2,2,17368361,1,591145,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70804,379,1,1,17258466,1,481250,0,0x0E42d32dcC5b83a9bc74523aF3B8c3A3b4cF107F
70805,380,1,2,67110779,4,1915,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70806,380,1,1,17669086,1,891870,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70807,380,1,1,17156149,1,378933,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70808,381,1,2,17470172,1,692956,0,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70809,381,9,1,67798484,4,689620,527865,0xA9fFAaAdD88a819bd76A4d679e833Bbd32755aDe
70810,381,10,1,17320816,1,543600,0,0x8214F1c750AD8e08d1Cfb19077aD471222cb59f9
70811,382,1,1,67988723,4,879859,527860,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70812,382,10,2,17664958,1,887742,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70813,382,9,1,34329203,2,774771,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70814,383,9,1,67314568,4,205704,527851,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70815,383,10,2,33957632,2,403200,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70816,383,9,1,34209709,2,655277,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70817,384,9,2,16794738,1,17522,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70818,384,9,1,67632880,4,524016,527847,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70819,384,1,1,17070508,1,293292,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70820,385,10,1,67755609,4,646745,527847,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70821,385,9,2,34469547,2,915115,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70822,385,10,1,17483911,1,706695,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70823,386,2,1,67634956,4,526092,527847,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70824,386,1,2,17675615,1,898399,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70825,386,9,1,17555470,1,778254,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70826,387,10,1,67229114,4,120250,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70827,387,1,2,34504273,2,949841,0,0x21Cf856Df935ccC43cE7bCA48dfEbEf75DC28000
70828,387,2,1,34263180,2,708748,0,0x3390a73ad9D40F7A2f4B5e5dEAf10be88BCdE0D7
70829,388,1,2,67324466,4,215602,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70830,388,9,1,16881031,1,103815,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70831,388,1,1,16889799,1,112583,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70832,389,10,1,33805849,2,251417,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70833,389,9,2,67366718,4,257854,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70834,389,10,1,34084434,2,530002,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70835,390,9,2,67445552,4,336688,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70836,390,9,1,17056673,1,279457,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70837,390,2,1,34041070,2,486638,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70838,391,10,1,50818486,3,486838,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70839,391,1,1,51123849,3,792201,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70840,391,10,2,67238521,4,129657,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70841,391,2,1,34483048,2,928616,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70842,392,9,1,17456399,1,679183,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70843,392,10,2,68082271,4,973407,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70844,392,9,1,17421340,1,644124,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70845,393,10,2,33797393,2,242961,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70846,393,9,1,67517103,4,408239,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70847,393,2,1,17433644,1,656428,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70848,394,10,1,67558867,4,450003,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70849,394,10,2,17378378,1,601162,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70850,394,2,1,17533703,1,756487,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70851,395,1,1,17399861,1,622645,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70852,395,1,2,68065730,4,956866,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70853,395,9,1,33700889,2,146457,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70854,396,2,2,51085226,3,753578,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70855,396,2,2,68053715,4,944851,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70856,396,10,1,33700700,2,146268,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70857,397,10,2,17435838,1,658622,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70858,397,2,1,67633695,4,524831,527814,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70859,397,9,1,34281109,2,726677,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70860,398,1,2,67868235,4,759371,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70861,398,1,1,17298539,1,521323,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70862,398,1,1,17100075,1,322859,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70863,399,1,2,51039238,3,707590,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70864,399,10,1,67669160,4,560296,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70865,399,1,1,17293229,1,516013,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70866,400,10,2,68074088,4,965224,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70867,400,1,2,34062590,2,508158,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70868,400,1,1,16882126,1,104910,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70869,401,10,1,33843170,2,288738,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70870,401,10,2,67111263,4,2399,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70871,401,9,1,17105279,1,328063,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70872,402,9,1,16889120,1,111904,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70873,402,2,1,67327752,4,218888,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70874,402,2,2,17488532,1,711316,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70875,402,10,1,50445619,3,113971,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70876,403,1,2,67273723,4,164859,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70877,403,9,1,34480530,2,926098,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70878,403,10,1,33955823,2,401391,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70879,404,2,2,67513096,4,404232,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70880,404,9,1,17337023,1,559807,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70881,404,10,1,17686159,1,908943,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70882,405,10,1,17716247,1,939031,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70883,405,2,2,67713665,4,604801,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70884,405,2,1,17233778,1,456562,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70885,406,10,1,34164017,2,609585,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70886,406,9,2,67736800,4,627936,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70887,406,10,1,51035636,3,703988,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70888,407,1,1,67236029,4,127165,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70889,407,1,2,17010194,1,232978,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70890,407,1,1,17493334,1,716118,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70891,408,9,2,67357676,4,248812,527741,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70892,408,1,1,34230936,2,676504,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70893,408,9,1,33940690,2,386258,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70894,409,2,1,67667087,4,558223,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70895,409,9,2,17709186,1,931970,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70896,409,10,1,16808538,1,31322,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70897,410,9,1,67352446,4,243582,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70898,410,9,2,17589818,1,812602,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70899,410,9,1,16856180,1,78964,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70900,411,10,2,17114888,1,337672,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70901,411,2,2,68088399,4,979535,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70902,411,2,1,17748475,1,971259,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70903,412,10,1,51075383,3,743735,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70904,412,2,2,67239619,4,130755,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70905,412,2,1,34009328,2,454896,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70906,413,9,1,50396110,3,64462,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70907,413,9,1,67764313,4,655449,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70908,413,9,2,50600938,3,269290,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70909,413,9,1,16974445,1,197229,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70910,414,10,1,17674844,1,897628,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70911,414,9,2,67192480,4,83616,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70912,414,1,1,17745522,1,968306,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70913,415,1,1,67846941,4,738077,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70914,415,1,2,50926341,3,594693,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70915,415,1,1,17685946,1,908730,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70916,416,1,2,68059954,4,951090,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70917,416,10,2,33994033,2,439601,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70918,416,1,1,17523205,1,745989,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70919,417,9,2,33960097,2,405665,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70920,417,2,1,67136404,4,27540,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70921,417,2,1,17534079,1,756863,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70922,418,1,2,34066656,2,512224,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70923,418,2,2,68058837,4,949973,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70924,418,10,1,17467782,1,690566,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70925,419,9,2,67343959,4,235095,527736,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70926,419,2,1,17358702,1,581486,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70927,419,1,1,17150355,1,373139,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70928,420,10,2,51223351,3,891703,0,0x4D3E703764C629382F5F96F6866D964eFC0a8845
70929,420,9,1,67754376,4,645512,527550,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70930,420,10,1,17341268,1,564052,0,0x2af3Eb7CAb5B35F046CcC3b81Ab484dFBE431aC3
70931,421,9,1,33790296,2,235864,0,0x2af3Eb7CAb5B35F046CcC3b81Ab484dFBE431aC3
70932,421,1,2,67329672,4,220808,527550,0x02BeC39D210a6753B97f16f06ed4b4140E948F3B
70933,421,2,1,50640028,3,308380,0,0x19a7ECbbFCEACb3d67Fc69293baF42B2EC83b7cb
4368,0,9,2,17156645,1,379429,0,0x9f60Aa00b6531291702D0e1892AB31d5C150661c
4369,0,10,1,34254901,2,700469,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
4370,0,2,1,67327261,4,218397,527476,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
4371,0,1,1,51311675,3,980027,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
70934,422,1,2,67156539,4,47675,527251,0x406f4533B2F6209812d7eF9c7d69b8C54217C208
70935,422,9,1,34042361,2,487929,0,0x406f4533B2F6209812d7eF9c7d69b8C54217C208
70936,422,1,1,16815888,1,38672,0,0x406f4533B2F6209812d7eF9c7d69b8C54217C208
70937,423,2,1,68102394,4,993530,527209,0x13FB97da9d2407DA6dBc2D6C175b51d0f5d9d903
70938,423,9,2,16802816,1,25600,0,0x13FB97da9d2407DA6dBc2D6C175b51d0f5d9d903
70939,423,1,1,34015484,2,461052,0,0x13FB97da9d2407DA6dBc2D6C175b51d0f5d9d903
70940,424,1,1,33810369,2,255937,0,0xa1C299326473983C303eEbb76E0cb062857Cd9Cb
70941,424,10,2,67766187,4,657323,527153,0xa1C299326473983C303eEbb76E0cb062857Cd9Cb
70942,424,10,1,34012740,2,458308,0,0xa1C299326473983C303eEbb76E0cb062857Cd9Cb
70943,425,9,2,34200596,2,646164,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70944,425,10,1,68086200,4,977336,527099,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70945,425,9,1,17727585,1,950369,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70946,426,10,2,68031152,4,922288,527099,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70947,426,9,1,17255712,1,478496,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70948,426,1,1,17403317,1,626101,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70949,427,9,1,16891574,1,114358,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70950,427,1,2,67758496,4,649632,527099,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70951,427,1,1,17193048,1,415832,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70952,428,9,2,33673018,2,118586,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70953,428,10,1,67862840,4,753976,527099,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70954,428,10,1,16836201,1,58985,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70955,429,1,1,67260251,4,151387,527099,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70956,429,9,1,17372551,1,595335,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70957,429,10,2,33810574,2,256142,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70958,429,1,1,34459811,2,905379,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
70959,430,10,1,67199333,4,90469,527037,0x5441Bf9aA27E79C7AA4a8D1b340D16973695dEE1
70960,430,9,2,17182975,1,405759,0,0x5441Bf9aA27E79C7AA4a8D1b340D16973695dEE1
70961,430,10,1,34153094,2,598662,0,0x5441Bf9aA27E79C7AA4a8D1b340D16973695dEE1
70962,431,9,1,67154285,4,45421,527028,0x5441Bf9aA27E79C7AA4a8D1b340D16973695dEE1
70963,431,9,2,17032085,1,254869,0,0x5441Bf9aA27E79C7AA4a8D1b340D16973695dEE1
70964,431,10,1,33992118,2,437686,0,0x5441Bf9aA27E79C7AA4a8D1b340D16973695dEE1
70965,432,2,2,68011884,4,903020,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70966,432,9,2,17471166,1,693950,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70967,432,10,1,17454718,1,677502,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70968,433,9,1,67128570,4,19706,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70969,433,1,2,34423829,2,869397,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70970,433,9,1,51062082,3,730434,0,0xAbe648928A8d5B1D943d5d237De71BB2A0C2794c
70971,434,10,2,34451997,2,897565,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70972,434,1,1,67544912,4,436048,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70973,434,10,1,17673871,1,896655,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70974,435,9,1,17600723,1,823507,0,0xE75156eFe028C476E2F790f9C2AF18412ea34A72
70975,435,9,2,67823351,4,714487,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70976,435,2,1,17689976,1,912760,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70977,436,9,1,17622422,1,845206,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70978,436,9,1,68009210,4,900346,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70979,436,1,2,33710023,2,155591,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70980,436,9,1,16846227,1,69011,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70981,437,2,2,67240856,4,131992,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70982,437,9,1,34535105,2,980673,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70983,437,1,1,51194669,3,863021,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70984,438,9,1,17767280,1,990064,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70985,438,2,2,67159452,4,50588,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70986,438,1,1,34185786,2,631354,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70987,439,9,2,67440723,4,331859,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70988,439,1,1,16917953,1,140737,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70989,439,2,1,17711426,1,934210,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70990,440,2,1,67193438,4,84574,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70991,440,2,2,33969854,2,415422,0,0x3390a73ad9D40F7A2f4B5e5dEAf10be88BCdE0D7
70992,440,2,1,34445514,2,891082,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70993,441,2,2,17561965,1,784749,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70994,441,10,1,67590459,4,481595,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70995,441,2,1,33734026,2,179594,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70996,442,2,2,68040788,4,931924,526946,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70997,442,9,2,17512958,1,735742,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70998,442,2,1,17368516,1,591300,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
70999,443,9,1,17267030,1,489814,0,0x70A7c5104F8C4CB202b9161657b5fa79CD44c4c4
71000,443,10,2,68017956,4,909092,526826,0x70A7c5104F8C4CB202b9161657b5fa79CD44c4c4
71001,443,9,1,33721314,2,166882,0,0x70A7c5104F8C4CB202b9161657b5fa79CD44c4c4
71002,444,9,1,67530691,4,421827,526786,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71003,444,9,2,50922246,3,590598,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71004,444,10,1,50645864,3,314216,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71005,445,10,2,67634321,4,525457,526786,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71006,445,1,1,17049353,1,272137,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71007,445,10,1,16917456,1,140240,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71008,446,2,2,67223514,4,114650,526786,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71009,446,1,1,17670188,1,892972,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71010,446,9,1,17097678,1,320462,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71011,447,10,1,51217115,3,885467,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71012,447,9,2,67537396,4,428532,526786,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71013,447,2,1,17179077,1,401861,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71014,448,9,1,16883290,1,106074,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71015,448,10,1,17467516,1,690300,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71016,448,10,2,67631875,4,523011,526786,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71017,448,2,1,33586398,2,31966,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71018,449,10,2,67690241,4,581377,526786,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71019,449,9,1,33778855,2,224423,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71020,449,10,1,33805884,2,251452,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71021,450,1,1,16919150,1,141934,0,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
71022,450,9,2,67156456,4,47592,526786,0x41271507434E21dBd5F09624181d7Cd70Bf06Cbf
