tokenId,color,level,grade,grade type,grade value,age,owner
4429,2,1,33781205,2,226773,0,0xd820e895956e5315F813a53b2Bb9CeA29B6Adc61
4430,10,1,17546321,1,769105,0,0x5D92fd7e52f9bA04abb84D80c1a107dFe51f8473
4431,2,1,17376155,1,598939,0,0x80ea4ece903c42497cd7A41F541985c7211d6216
72309,2,1,33939808,2,385376,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72310,9,2,67256790,4,147926,486815,0x263b604509D6a825719859Ee458b2D91fb7d330D
72311,1,1,17105892,1,328676,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72312,2,1,17465294,1,688078,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72313,2,2,67233210,4,124346,486815,0x263b604509D6a825719859Ee458b2D91fb7d330D
72314,10,1,17726460,1,949244,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72315,1,1,17357904,1,580688,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72316,9,2,67114113,4,5249,486815,0x263b604509D6a825719859Ee458b2D91fb7d330D
72317,1,1,34484013,2,929581,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72318,9,2,17362338,1,585122,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72319,1,1,67423490,4,314626,486815,0x263b604509D6a825719859Ee458b2D91fb7d330D
72320,2,1,17502375,1,725159,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72321,2,2,67279721,4,170857,486815,0x263b604509D6a825719859Ee458b2D91fb7d330D
72322,10,1,17307634,1,530418,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72323,9,1,17533478,1,756262,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72324,9,1,33737855,2,183423,0,0x263b604509D6a825719859Ee458b2D91fb7d330D
72325,2,2,17686390,1,909174,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72326,2,1,67333758,4,224894,486795,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72327,1,1,34361375,2,806943,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72328,9,1,67404856,4,295992,486795,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72329,10,2,51255054,3,923406,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72330,2,1,17165714,1,388498,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72331,2,1,67582528,4,473664,486795,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72332,10,2,34473712,2,919280,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72333,2,1,17763736,1,986520,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72334,2,1,67668513,4,559649,486795,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72335,1,2,17652056,1,874840,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72336,9,1,50643924,3,312276,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72337,1,2,17324631,1,547415,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72338,10,1,67577548,4,468684,486795,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72339,9,1,17409608,1,632392,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72340,10,1,17469825,1,692609,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72341,10,2,68028453,4,919589,486761,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72342,1,1,33980696,2,426264,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72343,2,1,17738974,1,961758,0,0xe1Fd79d04f1055cD16f2adA5A508aa193A9fBE7f
72344,1,1,17427286,1,650070,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72345,1,2,68094079,4,985215,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72346,1,1,17181963,1,404747,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72347,2,2,50872996,3,541348,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72348,1,1,67345411,4,236547,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72349,2,1,34133910,2,579478,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72350,1,2,33584083,2,29651,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72351,10,1,67234123,4,125259,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72352,9,1,17714901,1,937685,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72353,10,2,67855197,4,746333,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72354,1,1,17011865,1,234649,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72355,9,1,17052434,1,275218,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72356,2,2,34295068,2,740636,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72357,1,1,33925888,2,371456,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72358,10,1,68020525,4,911661,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72359,10,1,33818329,2,263897,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72360,2,2,33886956,2,332524,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72361,2,1,67705585,4,596721,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72362,9,1,33591154,2,36722,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72363,10,1,34231568,2,677136,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72364,1,2,67171235,4,62371,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72365,10,1,17729898,1,952682,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72366,2,2,33690856,2,136424,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72367,10,1,67339070,4,230206,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72368,9,1,84575558,5,689478,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72369,1,1,17133190,1,355974,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72370,2,2,67168111,4,59247,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72371,10,1,17485868,1,708652,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72372,1,2,34352522,2,798090,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72373,1,1,67738796,4,629932,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72374,9,1,17363432,1,586216,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72375,1,1,67126465,4,17601,486749,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72376,1,2,34175998,2,621566,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72377,9,1,17736652,1,959436,0,0xA9232C4EF4725A8A256aB638065AC03eB8651Fa0
72378,2,2,34261959,2,707527,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72379,9,1,67296011,4,187147,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72380,10,1,34452767,2,898335,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72381,1,2,34046189,2,491757,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72382,2,1,67870265,4,761401,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72383,2,1,17577388,1,800172,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72384,1,1,67115357,4,6493,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72385,10,2,17410286,1,633070,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72386,9,1,17137756,1,360540,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72387,9,1,33786980,2,232548,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72388,1,2,67268474,4,159610,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72389,1,1,17164537,1,387321,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72390,9,2,34431522,2,877090,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72391,10,1,67270318,4,161454,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72392,9,1,17641121,1,863905,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72393,1,1,17321976,1,544760,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72394,2,1,67881697,4,772833,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72395,9,2,17717363,1,940147,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72396,2,1,33784096,2,229664,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72397,10,2,67479588,4,370724,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72398,2,1,34361274,2,806842,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72399,10,1,17325084,1,547868,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72400,2,2,67734066,4,625202,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72401,2,1,17176900,1,399684,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72402,10,1,16799919,1,22703,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72403,1,1,16824103,1,46887,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72404,1,2,67498155,4,389291,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72405,10,1,17293501,1,516285,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72406,2,1,17502914,1,725698,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72407,10,2,17422733,1,645517,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72408,1,1,67883456,4,774592,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72409,2,2,67751490,4,642626,486748,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72410,10,1,17557830,1,780614,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72411,9,1,16841692,1,64476,0,0x30404a2900E8EA5c08eEeB284E9B2bebfC01C58d
72412,10,2,33891054,2,336622,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72413,1,1,67139679,4,30815,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72414,10,1,17693754,1,916538,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72415,10,1,67412921,4,304057,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72416,1,2,17751528,1,974312,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72417,10,1,16897861,1,120645,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72418,1,2,17118309,1,341093,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72419,9,1,67214575,4,105711,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72420,2,1,17703930,1,926714,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72421,9,2,17215456,1,438240,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72422,1,1,67843579,4,734715,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72423,10,1,34472776,2,918344,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72424,2,2,34406304,2,851872,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72425,2,1,17560903,1,783687,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72426,2,1,68096687,4,987823,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72427,9,1,17247853,1,470637,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72428,1,2,68000767,4,891903,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72429,1,1,34089884,2,535452,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72430,2,1,17018118,1,240902,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72431,2,2,17487205,1,709989,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72432,10,1,67440526,4,331662,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72433,1,1,17768069,1,990853,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72434,10,2,67879428,4,770564,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72435,10,1,17381157,1,603941,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72436,1,1,33894157,2,339725,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72437,10,1,67518531,4,409667,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72438,2,2,17299149,1,521933,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72439,1,1,17322075,1,544859,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72440,1,1,33785981,2,231549,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72441,2,2,67771457,4,662593,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72442,10,1,16988151,1,210935,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72443,1,1,17423386,1,646170,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72444,10,2,67395557,4,286693,486747,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72445,10,1,16898238,1,121022,0,0xf39d65EcfEA0497cb5911DC499222F81506CA249
72446,1,1,67241214,4,132350,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72447,10,2,17334039,1,556823,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72448,9,1,34124556,2,570124,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72449,9,1,34422438,2,868006,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72450,1,2,33685331,2,130899,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72451,10,1,67734959,4,626095,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72452,1,2,68048846,4,939982,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72453,9,1,33842772,2,288340,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72454,2,1,16848585,1,71369,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72455,1,1,67360496,4,251632,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72456,2,2,16815235,1,38019,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72457,10,1,16996874,1,219658,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72458,10,2,67811548,4,702684,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72459,2,1,17463095,1,685879,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72460,9,1,33738881,2,184449,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72461,2,1,17551648,1,774432,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72462,10,1,67223640,4,114776,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72463,2,2,17286244,1,509028,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72464,9,1,17063912,1,286696,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72465,9,2,17368550,1,591334,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72466,9,1,67604918,4,496054,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72467,1,1,34027138,2,472706,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72468,2,1,17294627,1,517411,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72469,9,2,67306685,4,197821,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72470,2,1,17601216,1,824000,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72471,10,1,67200459,4,91595,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72472,1,2,17520749,1,743533,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72473,9,1,34457135,2,902703,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72474,9,2,16976410,1,199194,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72475,1,1,67396093,4,287229,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72476,9,1,50785732,3,454084,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72477,2,2,67471962,4,363098,486745,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72478,10,1,50350981,3,19333,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72479,10,1,17759708,1,982492,0,0xd3758d7a3F28b0EbB44bE71Bb78Bdd773b1B14c2
72480,10,1,67747691,4,638827,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72481,9,2,16872303,1,95087,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72482,9,1,33645088,2,90656,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72483,9,2,34193907,2,639475,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72484,1,1,67782875,4,674011,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72485,2,1,34345557,2,791125,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72486,2,1,50908493,3,576845,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72487,9,2,67326475,4,217611,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72488,2,1,51031475,3,699827,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72489,9,2,67901258,4,792394,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72490,2,1,33981219,2,426787,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72491,2,1,17602376,1,825160,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72492,2,2,68103113,4,994249,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72493,2,1,16920675,1,143459,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72494,9,1,17404975,1,627759,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72495,1,1,33829363,2,274931,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72496,10,1,17495200,1,717984,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72497,2,2,67281033,4,172169,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72498,1,1,50352603,3,20955,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72499,10,1,34508037,2,953605,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72500,9,2,67457789,4,348925,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72501,1,1,34079089,2,524657,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72502,10,1,67971894,4,863030,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72503,9,2,17011066,1,233850,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72504,1,1,33992778,2,438346,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72505,10,1,50461461,3,129813,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72506,1,2,68086409,4,977545,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72507,1,1,17221678,1,444462,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72508,10,1,68010509,4,901645,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72509,1,2,17675630,1,898414,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72510,2,1,17571550,1,794334,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72511,9,1,67424192,4,315328,486743,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72512,9,2,34309037,2,754605,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72513,9,1,17622575,1,845359,0,0xA15e09311a8b0fCc8edebdCEb427EeAf1Cf96D98
72514,1,2,67563411,4,454547,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72515,1,1,50348643,3,16995,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72516,1,1,33661327,2,106895,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72517,1,2,17521395,1,744179,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72518,2,1,67895535,4,786671,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72519,10,1,17687856,1,910640,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72520,9,2,68081907,4,973043,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72521,2,1,33753457,2,199025,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72522,10,1,17107255,1,330039,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72523,2,1,17465446,1,688230,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72524,9,2,67262916,4,154052,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72525,1,1,34379508,2,825076,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72526,9,1,84816684,5,930604,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72527,10,1,34197246,2,642814,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72528,2,2,16860136,1,82920,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72529,1,1,34422730,2,868298,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72530,2,2,67729475,4,620611,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72531,9,1,51257804,3,926156,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72532,1,1,33891836,2,337404,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72533,10,2,33880279,2,325847,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72534,9,1,67222548,4,113684,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72535,10,1,17350638,1,573422,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72536,2,2,68055968,4,947104,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72537,10,1,33747225,2,192793,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72538,1,1,17487338,1,710122,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72539,1,2,67643588,4,534724,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72540,10,1,17736097,1,958881,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72541,10,1,50713567,3,381919,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72542,9,2,50479670,3,148022,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72543,2,1,67960323,4,851459,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72544,9,1,17233736,1,456520,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72545,1,2,67419891,4,311027,486743,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72546,1,1,17178144,1,400928,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72547,10,1,17008289,1,231073,0,0xF5e37E330b170D7c9B7EBEC5F6Dd92D71a1b45A4
72548,10,2,67963043,4,854179,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72549,1,1,17435342,1,658126,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72550,10,1,34291405,2,736973,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72551,1,1,34181989,2,627557,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72552,2,2,67744151,4,635287,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72553,1,1,17442447,1,665231,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72554,1,1,33591636,2,37204,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72555,10,2,68054411,4,945547,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72556,1,1,51082389,3,750741,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72557,1,1,33794090,2,239658,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72558,1,2,67221410,4,112546,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72559,10,1,17195438,1,418222,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72560,10,1,67361632,4,252768,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72561,9,1,16879610,1,102394,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72562,10,2,50405746,3,74098,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72563,2,1,17737131,1,959915,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72564,9,2,50764892,3,433244,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72565,9,1,84375250,5,489170,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72566,10,1,67883306,4,774442,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72567,1,2,33813474,2,259042,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72568,1,1,67998359,4,889495,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72569,2,1,33600567,2,46135,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72570,10,2,17560706,1,783490,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72571,1,1,67743286,4,634422,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72572,10,1,17532073,1,754857,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72573,1,2,17262134,1,484918,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72574,9,1,67793885,4,685021,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72575,2,1,34461041,2,906609,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72576,1,2,67625581,4,516717,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72577,1,1,33882102,2,327670,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72578,9,1,34458027,2,903595,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72579,10,2,34141290,2,586858,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72580,1,1,67709131,4,600267,486742,0x573A6BF63AD5e24275F686E9655731cC6048E005
72581,10,1,17586811,1,809595,0,0x573A6BF63AD5e24275F686E9655731cC6048E005
72582,9,1,16913638,1,136422,0,0x22f0146E4FFdF109B7069BB92F4F421eDEE87d4E
72583,1,2,67492134,4,383270,486742,0x22f0146E4FFdF109B7069BB92F4F421eDEE87d4E
