tokenId,color,level,grade,grade type,grade value,age,owner
65537,2,1,17057698,1,280482,0,0x391B9254BE4F56dadF57905113Dfb88a3bf8f141
65538,10,2,67154454,4,45590,533064,0x391B9254BE4F56dadF57905113Dfb88a3bf8f141
65539,10,1,17598005,1,820789,0,0x391B9254BE4F56dadF57905113Dfb88a3bf8f141
65540,1,1,33817855,2,263423,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65541,1,2,67372345,4,263481,533056,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65542,9,1,17401075,1,623859,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65543,10,1,17373347,1,596131,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65544,10,2,68058821,4,949957,533056,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65545,2,1,17680897,1,903681,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65546,10,1,67287243,4,178379,533056,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65547,1,2,17532190,1,754974,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65548,9,1,17448072,1,670856,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65549,9,1,34326659,2,772227,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65550,9,2,67786132,4,677268,533056,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65551,2,1,17499449,1,722233,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65552,10,1,50988232,3,656584,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65553,1,1,33812827,2,258395,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65554,2,2,16984798,1,207582,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
65555,10,1,67770739,4,661875,533056,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
69633,10,1,33869410,2,314978,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69634,10,2,17535605,1,758389,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69635,9,1,67993720,4,884856,533012,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
4353,2,1,17649854,1,872638,0,0x29EcAA773F052d14ec5258b352ee7304f57aaBc3
4354,10,2,67365639,4,256775,533008,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
4355,1,1,34521699,2,967267,0,0x501E13C2aE8D9232B88F63E87DFA1dF28103aCb6
4356,9,1,33756849,2,202417,0,0x501E13C2aE8D9232B88F63E87DFA1dF28103aCb6
69636,9,2,34456587,2,902155,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69637,9,1,67478909,4,370045,533005,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69638,1,1,34179843,2,625411,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69639,1,1,67187136,4,78272,532994,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
69640,2,2,34170545,2,616113,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
69641,9,1,33924011,2,369579,0,0xe76EFE742e3588478559b32Ce8cfCE3d90A47562
69642,2,2,67652033,4,543169,532990,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69643,2,1,50420801,3,89153,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69644,2,1,33834935,2,280503,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69645,2,2,17183590,1,406374,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69646,1,1,67297831,4,188967,532990,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69647,2,1,17409869,1,632653,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69648,9,2,17369385,1,592169,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69649,2,1,67759446,4,650582,532990,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69650,10,1,17033128,1,255912,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69651,1,1,67242197,4,133333,532990,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69652,9,2,34377631,2,823199,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69653,9,1,34230662,2,676230,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69654,1,1,17373285,1,596069,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69655,1,1,16888079,1,110863,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69656,1,2,68103049,4,994185,532990,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69657,2,1,17494846,1,717630,0,0xC24f97Bb1d7a75D9f986c99DFcfa2A558058904C
69658,2,1,84856536,5,970456,532990,0x9D3f10F5D553DDA3F36E09aB0c3C757BA99e8894
69659,1,2,34486607,2,932175,0,0x9D3f10F5D553DDA3F36E09aB0c3C757BA99e8894
69660,2,1,34137523,2,583091,0,0x9D3f10F5D553DDA3F36E09aB0c3C757BA99e8894
69661,10,1,16827756,1,50540,0,0x4906E4f95ad546cE865916F65C825e00630bFfa8
69662,1,2,67972290,4,863426,532989,0x4906E4f95ad546cE865916F65C825e00630bFfa8
69663,10,1,17343933,1,566717,0,0x4906E4f95ad546cE865916F65C825e00630bFfa8
69664,10,1,67326440,4,217576,532989,0x4906E4f95ad546cE865916F65C825e00630bFfa8
69665,2,2,34065491,2,511059,0,0x4906E4f95ad546cE865916F65C825e00630bFfa8
69666,1,1,16799124,1,21908,0,0x4906E4f95ad546cE865916F65C825e00630bFfa8
69667,2,1,33680446,2,126014,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69668,10,2,67849185,4,740321,532986,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69669,9,1,33649744,2,95312,0,0x1183267Cf52d69b522524dd4b46B159f0c3B01ab
69670,9,2,33979840,2,425408,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69671,9,1,67449348,4,340484,532986,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
69672,1,1,34024403,2,469971,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69673,9,2,67994463,4,885599,532986,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69674,10,1,16809094,1,31878,0,0xB535ac19Df533873c2c640dF6cD644Cfbf8B5d39
69675,10,1,17523377,1,746161,0,0x3390a73ad9D40F7A2f4B5e5dEAf10be88BCdE0D7
69676,10,4,84573369,5,687289,532986,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69677,2,2,34516381,2,961949,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69678,1,1,16982641,1,205425,0,0x2DC871B69e2C7B77f8E747A490215CCE20CF00BA
69679,2,1,17584356,1,807140,0,0x110F5169eaA698d2E309b60134468E2eC4E4f84B
69680,9,1,17151322,1,374106,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69681,1,5,67818529,4,709665,532986,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
69682,1,1,33753657,2,199225,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69683,9,2,67778050,4,669186,532986,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69684,9,1,17204256,1,427040,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69685,9,1,16938539,1,161323,0,0x983961F34fC4cFC5EAfec371CDBA9d56fF8C1935
69686,10,2,67570888,4,462024,532986,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
69687,9,1,17566280,1,789064,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69688,10,1,17132907,1,355691,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69689,2,2,67921689,4,812825,532986,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69690,1,1,16812673,1,35457,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69691,10,1,50761612,3,429964,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69692,1,1,17196447,1,419231,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69693,1,2,67769546,4,660682,532986,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
69694,2,1,33819474,2,265042,0,0x3390a73ad9D40F7A2f4B5e5dEAf10be88BCdE0D7
69695,9,2,67961783,4,852919,532986,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69696,1,2,16789262,1,12046,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69697,10,1,51236717,3,905069,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69698,9,2,17686542,1,909326,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69699,2,1,67768079,4,659215,532986,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
69700,2,1,16818964,1,41748,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69701,2,1,34471437,2,917005,0,0x87a405bE5ef6F8770cd4A3088bE43DA04F5d4339
69702,2,2,67340237,4,231373,532986,0x87a405bE5ef6F8770cd4A3088bE43DA04F5d4339
69703,9,1,50450072,3,118424,0,0x87a405bE5ef6F8770cd4A3088bE43DA04F5d4339
69704,9,2,67474620,4,365756,532986,0x87a405bE5ef6F8770cd4A3088bE43DA04F5d4339
69705,2,1,33621175,2,66743,0,0x87a405bE5ef6F8770cd4A3088bE43DA04F5d4339
69706,9,1,33721833,2,167401,0,0x87a405bE5ef6F8770cd4A3088bE43DA04F5d4339
69707,10,2,68047621,4,938757,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69708,2,1,33810149,2,255717,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69709,2,1,17132356,1,355140,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69710,10,1,67912011,4,803147,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69711,10,2,17175432,1,398216,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69712,10,1,17288120,1,510904,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69713,1,1,16936148,1,158932,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69714,10,2,67175974,4,67110,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69715,1,1,50661191,3,329543,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69716,2,1,34534950,2,980518,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69717,1,2,50461152,3,129504,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69718,9,1,67689458,4,580594,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69719,2,1,67596136,4,487272,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69720,1,2,17565338,1,788122,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69721,10,1,34384449,2,830017,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69722,9,1,16806824,1,29608,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69723,1,1,34549798,2,995366,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69724,10,2,67842810,4,733946,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69725,2,1,34119468,2,565036,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69726,9,1,16969942,1,192726,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69727,9,2,67445724,4,336860,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69728,9,1,34446602,2,892170,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69729,1,2,33695644,2,141212,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69730,10,1,67230738,4,121874,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69731,10,1,17689093,1,911877,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69732,2,2,67366727,4,257863,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69733,9,1,33934320,2,379888,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69734,2,1,34395192,2,840760,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69735,10,1,68025864,4,917000,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69736,2,2,34097596,2,543164,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69737,1,1,17063834,1,286618,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69738,9,1,50402598,3,70950,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69739,2,2,67369930,4,261066,532985,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69740,9,1,16910189,1,132973,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69741,2,2,67822659,4,713795,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69742,9,1,33810621,2,256189,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69743,2,1,17225746,1,448530,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69744,10,1,67863294,4,754430,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69745,2,2,50579112,3,247464,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69746,1,1,34171339,2,616907,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69747,1,2,17653612,1,876396,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69748,2,1,67266714,4,157850,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69749,1,1,16947625,1,170409,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69750,10,1,50577328,3,245680,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69751,1,2,67908119,4,799255,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69752,2,1,34021578,2,467146,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69753,10,1,17746264,1,969048,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69754,2,1,33702832,2,148400,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69755,1,2,67999787,4,890923,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69756,2,1,33990034,2,435602,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69757,1,2,34415818,2,861386,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69758,9,1,68002338,4,893474,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69759,1,1,34129883,2,575451,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69760,9,2,16900906,1,123690,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69761,10,1,67807923,4,699059,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69762,1,1,17267552,1,490336,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69763,1,1,17095480,1,318264,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69764,10,2,67385426,4,276562,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69765,10,1,34068517,2,514085,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69766,10,1,16810068,1,32852,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69767,1,2,67329584,4,220720,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69768,2,1,17144237,1,367021,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69769,10,1,50411876,3,80228,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69770,9,2,67792116,4,683252,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69771,2,1,17543064,1,765848,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69772,10,1,16922090,1,144874,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69773,2,2,33585901,2,31469,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69774,10,1,84577211,5,691131,532982,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
69775,10,2,68023220,4,914356,532982,0xCf3030A358EE55913A030eC3123a0b28bBeE7100
69776,9,1,17225351,1,448135,0,0xCf3030A358EE55913A030eC3123a0b28bBeE7100
69777,1,1,17294565,1,517349,0,0xCf3030A358EE55913A030eC3123a0b28bBeE7100
69778,9,2,17736493,1,959277,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69779,9,1,67833218,4,724354,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69780,2,1,16861912,1,84696,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69781,10,1,34069348,2,514916,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69782,2,2,34234244,2,679812,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69783,9,1,68024552,4,915688,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69784,9,2,17178935,1,401719,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69785,10,1,67494917,4,386053,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69786,2,1,33722290,2,167858,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69787,10,1,16806241,1,29025,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69788,10,2,67548571,4,439707,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69789,1,1,34514559,2,960127,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69790,1,1,34388874,2,834442,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69791,2,2,67242500,4,133636,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69792,10,1,17331970,1,554754,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69793,9,1,17058601,1,281385,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69794,10,1,67748413,4,639549,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69795,9,2,17325532,1,548316,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69796,10,1,34225559,2,671127,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69797,9,1,16957926,1,180710,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69798,2,2,67370530,4,261666,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69799,10,1,33888108,2,333676,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69800,1,1,67936042,4,827178,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69801,9,2,51292925,3,961277,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69802,9,1,17447871,1,670655,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69803,10,2,33627601,2,73169,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69804,2,1,67260779,4,151915,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69805,2,1,16981862,1,204646,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69806,9,1,67811550,4,702686,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69807,1,2,17702746,1,925530,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69808,2,1,33679664,2,125232,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69809,10,1,34194610,2,640178,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69810,9,2,67479522,4,370658,532981,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69811,9,1,16781564,1,4348,0,0x7eae3AeF288fE41409043d6dDa05E093cb4D8393
69812,1,2,67823299,4,714435,532980,0x5dc4561125fcaC2030d07301c50153cFe624391B
69813,9,1,50367872,3,36224,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69814,1,1,50808447,3,476799,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69815,10,1,16807299,1,30083,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69816,1,2,67333431,4,224567,532980,0x5dc4561125fcaC2030d07301c50153cFe624391B
69817,10,1,34314978,2,760546,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69818,1,2,68081798,4,972934,532980,0x5dc4561125fcaC2030d07301c50153cFe624391B
69819,1,1,17159156,1,381940,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69820,1,1,34031992,2,477560,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69821,1,1,67168700,4,59836,532980,0x5dc4561125fcaC2030d07301c50153cFe624391B
69822,10,2,33930418,2,375986,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69823,9,1,50942916,3,611268,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69824,10,1,17291468,1,514252,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69825,10,1,51125092,3,793444,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69826,10,2,67832606,4,723742,532980,0x5dc4561125fcaC2030d07301c50153cFe624391B
69827,10,1,17637308,1,860092,0,0x5dc4561125fcaC2030d07301c50153cFe624391B
69828,9,1,34181633,2,627201,0,0x406f4533B2F6209812d7eF9c7d69b8C54217C208
69829,2,2,67238913,4,130049,532979,0x406f4533B2F6209812d7eF9c7d69b8C54217C208
69830,1,1,50704737,3,373089,0,0x406f4533B2F6209812d7eF9c7d69b8C54217C208
69831,2,2,67941058,4,832194,532979,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69832,9,1,33679717,2,125285,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69833,10,1,34457528,2,903096,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69834,2,1,68041532,4,932668,532979,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69835,9,2,34452047,2,897615,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69836,10,1,34549138,2,994706,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69837,1,1,16847017,1,69801,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69838,10,2,17351580,1,574364,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69839,10,1,67253434,4,144570,532979,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69840,2,2,67943408,4,834544,532979,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69841,9,1,17489950,1,712734,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69842,2,1,17209610,1,432394,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69843,10,2,67869933,4,761069,532979,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69844,2,1,17027048,1,249832,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69845,1,1,33744142,2,189710,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69846,2,1,17170778,1,393562,0,0x50b574d9EC895EfFE328F91419cC0C50c0B96C10
69847,2,2,68096692,4,987828,532978,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69848,9,2,34121160,2,566728,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69849,9,1,34446007,2,891575,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69850,2,1,34372915,2,818483,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69851,10,2,67730923,4,622059,532978,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69852,1,1,17772383,1,995167,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69853,1,1,17436684,1,659468,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69854,1,3,67154438,4,45574,532978,0x3Bc566525B4016e84e63211D590BFbF65c23212e
69855,2,1,16819174,1,41958,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69856,10,1,67117121,4,8257,532978,0x110F5169eaA698d2E309b60134468E2eC4E4f84B
69857,10,2,17071794,1,294578,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69858,10,1,34204638,2,650206,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69859,10,1,33859042,2,304610,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69860,2,2,33922750,2,368318,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69861,1,2,67231080,4,122216,532978,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69862,10,1,34292737,2,738305,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69863,9,1,33773047,2,218615,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69864,2,2,68022077,4,913213,532978,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69865,9,1,17321382,1,544166,0,0xE75156eFe028C476E2F790f9C2AF18412ea34A72
69866,9,3,67457698,4,348834,532978,0xAbe648928A8d5B1D943d5d237De71BB2A0C2794c
69867,9,2,51217811,3,886163,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69868,9,1,16800583,1,23367,0,0x59451e4fA31f3087B290259957b7d0acEDEC5Ee9
69869,1,1,50626118,3,294470,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69870,9,4,67415485,4,306621,532978,0x3Bc566525B4016e84e63211D590BFbF65c23212e
69871,10,1,17126574,1,349358,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69872,2,2,34226495,2,672063,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69873,2,3,67127922,4,19058,532978,0xAbe648928A8d5B1D943d5d237De71BB2A0C2794c
69874,9,1,33887057,2,332625,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69875,1,2,68076719,4,967855,532978,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69876,1,1,17188833,1,411617,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69877,1,1,34128657,2,574225,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69878,9,1,17250363,1,473147,0,0xFEfBdC19a0d855a8b9bBf79144BC32Cc7EedA019
69879,1,2,67853204,4,744340,532978,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69880,2,1,16975472,1,198256,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
69881,2,1,33581201,2,26769,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69882,10,2,67137972,4,29108,532976,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69883,9,1,17424379,1,647163,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69884,1,2,67299098,4,190234,532976,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69885,1,1,17260224,1,483008,0,0x56f6bf6B793713C050Fd02147a45b563Bb4D8eFa
69886,10,1,16829321,1,52105,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69887,9,1,67809450,4,700586,532976,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69888,10,2,17631922,1,854706,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
69889,1,1,17003733,1,226517,0,0xe66338c67B82fcaa0Ac4c8369c74C2B4EC5a0bAd
