address,amount
0x360bbad1120b0abf63573e2e21b6727e07d1bf18,3
0x0a19b2ac2da8b86de5d34fcdc98f029c28b1becb,2
0x630198f7a7ba302dcb3595a82f60930d83747ef7,1
0x778f7434956b899303708fa3c5fad85bf9d93e06,1
0x72639fd1a1c3e2a9bd6745caf774c6cc57f0c946,1
0x407dbc332f834e51737e428fe22ce10fcdb4214f,1
0xf2c74f54bda3a08a65fc83cd3bcc6df0d1d7f046,1
